export-plot data (NetLogo 6.1.1),,,,,,,,,,,,,,,,
Dancing Game - endogenous gendered learning - O'Connor.nlogo,,,,,,,,,,,,,,,,
12/29/2020 15:12:29:136 -0800,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
MODEL SETTINGS,,,,,,,,,,,,,,,,
swap?,initial-blue,memory_size,initial-green,type-players?,wipe?,learning?,memory_learning?,weighted_learning?,initial-yellow,mutation_rate,learning_styles?,leader-payoff,leader-follower-game?,gendered_learning?,mutation_learning_styles,gendered_pairing?
34,28,0,TRUE,,0.28,,,,,,,,,,,
35,34,0,TRUE,,0.34,,,,,,,,,,,
36,30,0,TRUE,,0.3,,,,,,,,,,,
37,33,0,TRUE,,0.33,,,,,,,,,,,
38,36,0,TRUE,,0.36,,,,,,,,,,,
39,34,0,TRUE,,0.34,,,,,,,,,,,
40,37,0,TRUE,,0.37,,,,,,,,,,,
41,32,0,TRUE,,0.32,,,,,,,,,,,
42,40,0,TRUE,,0.4,,,,,,,,,,,
43,35,0,TRUE,,0.35,,,,,,,,,,,
44,35,0,TRUE,,0.35,,,,,,,,,,,
45,30,0,TRUE,,0.3,,,,,,,,,,,
46,31,0,TRUE,,0.31,,,,,,,,,,,
47,32,0,TRUE,,0.32,,,,,,,,,,,
48,32,0,TRUE,,0.32,,,,,,,,,,,
49,39,0,TRUE,,0.39,,,,,,,,,,,
50,41,0,TRUE,,0.41,,,,,,,,,,,
51,43,0,TRUE,,0.43,,,,,,,,,,,
52,44,0,TRUE,,0.44,,,,,,,,,,,
53,43,0,TRUE,,0.43,,,,,,,,,,,
54,50,0,TRUE,,0.5,,,,,,,,,,,
55,46,0,TRUE,,0.46,,,,,,,,,,,
56,44,0,TRUE,,0.44,,,,,,,,,,,
57,46,0,TRUE,,0.46,,,,,,,,,,,
58,47,0,TRUE,,0.47,,,,,,,,,,,
59,47,0,TRUE,,0.47,,,,,,,,,,,
60,47,0,TRUE,,0.47,,,,,,,,,,,
61,48,0,TRUE,,0.48,,,,,,,,,,,
62,44,0,TRUE,,0.44,,,,,,,,,,,
63,46,0,TRUE,,0.46,,,,,,,,,,,
64,49,0,TRUE,,0.49,,,,,,,,,,,
65,43,0,TRUE,,0.43,,,,,,,,,,,
66,44,0,TRUE,,0.44,,,,,,,,,,,
67,50,0,TRUE,,0.5,,,,,,,,,,,
68,51,0,TRUE,,0.51,,,,,,,,,,,
69,49,0,TRUE,,0.49,,,,,,,,,,,
70,50,0,TRUE,,0.5,,,,,,,,,,,
71,48,0,TRUE,,0.48,,,,,,,,,,,
72,57,0,TRUE,,0.57,,,,,,,,,,,
73,57,0,TRUE,,0.57,,,,,,,,,,,
74,58,0,TRUE,,0.58,,,,,,,,,,,
75,58,0,TRUE,,0.58,,,,,,,,,,,
76,55,0,TRUE,,0.55,,,,,,,,,,,
77,59,0,TRUE,,0.59,,,,,,,,,,,
78,57,0,TRUE,,0.57,,,,,,,,,,,
79,61,0,TRUE,,0.61,,,,,,,,,,,
80,61,0,TRUE,,0.61,,,,,,,,,,,
81,59,0,TRUE,,0.59,,,,,,,,,,,
82,57,0,TRUE,,0.57,,,,,,,,,,,
83,65,0,TRUE,,0.65,,,,,,,,,,,
84,65,0,TRUE,,0.65,,,,,,,,,,,
85,62,0,TRUE,,0.62,,,,,,,,,,,
86,63,0,TRUE,,0.63,,,,,,,,,,,
87,64,0,TRUE,,0.64,,,,,,,,,,,
88,62,0,TRUE,,0.62,,,,,,,,,,,
89,56,0,TRUE,,0.56,,,,,,,,,,,
90,58,0,TRUE,,0.58,,,,,,,,,,,
91,57,0,TRUE,,0.57,,,,,,,,,,,
92,54,0,TRUE,,0.54,,,,,,,,,,,
93,54,0,TRUE,,0.54,,,,,,,,,,,
94,52,0,TRUE,,0.52,,,,,,,,,,,
95,49,0,TRUE,,0.49,,,,,,,,,,,
96,52,0,TRUE,,0.52,,,,,,,,,,,
97,48,0,TRUE,,0.48,,,,,,,,,,,
98,45,0,TRUE,,0.45,,,,,,,,,,,
99,44,0,TRUE,,0.44,,,,,,,,,,,
100,47,0,TRUE,,0.47,,,,,,,,,,,
101,47,0,TRUE,,0.47,,,,,,,,,,,
102,49,0,TRUE,,0.49,,,,,,,,,,,
103,50,0,TRUE,,0.5,,,,,,,,,,,
104,47,0,TRUE,,0.47,,,,,,,,,,,
105,48,0,TRUE,,0.48,,,,,,,,,,,
106,46,0,TRUE,,0.46,,,,,,,,,,,
107,50,0,TRUE,,0.5,,,,,,,,,,,
108,48,0,TRUE,,0.48,,,,,,,,,,,
109,45,0,TRUE,,0.45,,,,,,,,,,,
110,44,0,TRUE,,0.44,,,,,,,,,,,
111,47,0,TRUE,,0.47,,,,,,,,,,,
112,53,0,TRUE,,0.53,,,,,,,,,,,
113,53,0,TRUE,,0.53,,,,,,,,,,,
114,52,0,TRUE,,0.52,,,,,,,,,,,
115,58,0,TRUE,,0.58,,,,,,,,,,,
116,58,0,TRUE,,0.58,,,,,,,,,,,
117,58,0,TRUE,,0.58,,,,,,,,,,,
118,53,0,TRUE,,0.53,,,,,,,,,,,
119,57,0,TRUE,,0.57,,,,,,,,,,,
120,55,0,TRUE,,0.55,,,,,,,,,,,
121,57,0,TRUE,,0.57,,,,,,,,,,,
122,58,0,TRUE,,0.58,,,,,,,,,,,
123,58,0,TRUE,,0.58,,,,,,,,,,,
124,54,0,TRUE,,0.54,,,,,,,,,,,
125,59,0,TRUE,,0.59,,,,,,,,,,,
126,61,0,TRUE,,0.61,,,,,,,,,,,
127,55,0,TRUE,,0.55,,,,,,,,,,,
128,50,0,TRUE,,0.5,,,,,,,,,,,
129,54,0,TRUE,,0.54,,,,,,,,,,,
130,55,0,TRUE,,0.55,,,,,,,,,,,
131,54,0,TRUE,,0.54,,,,,,,,,,,
132,47,0,TRUE,,0.47,,,,,,,,,,,
133,49,0,TRUE,,0.49,,,,,,,,,,,
134,47,0,TRUE,,0.47,,,,,,,,,,,
135,49,0,TRUE,,0.49,,,,,,,,,,,
136,51,0,TRUE,,0.51,,,,,,,,,,,
137,45,0,TRUE,,0.45,,,,,,,,,,,
138,48,0,TRUE,,0.48,,,,,,,,,,,
139,47,0,TRUE,,0.47,,,,,,,,,,,
140,45,0,TRUE,,0.45,,,,,,,,,,,
141,43,0,TRUE,,0.43,,,,,,,,,,,
142,47,0,TRUE,,0.47,,,,,,,,,,,
143,48,0,TRUE,,0.48,,,,,,,,,,,
144,50,0,TRUE,,0.5,,,,,,,,,,,
145,45,0,TRUE,,0.45,,,,,,,,,,,
146,42,0,TRUE,,0.42,,,,,,,,,,,
147,41,0,TRUE,,0.41,,,,,,,,,,,
148,44,0,TRUE,,0.44,,,,,,,,,,,
149,39,0,TRUE,,0.39,,,,,,,,,,,
150,37,0,TRUE,,0.37,,,,,,,,,,,
151,38,0,TRUE,,0.38,,,,,,,,,,,
152,37,0,TRUE,,0.37,,,,,,,,,,,
153,43,0,TRUE,,0.43,,,,,,,,,,,
154,39,0,TRUE,,0.39,,,,,,,,,,,
155,40,0,TRUE,,0.4,,,,,,,,,,,
156,39,0,TRUE,,0.39,,,,,,,,,,,
157,42,0,TRUE,,0.42,,,,,,,,,,,
158,35,0,TRUE,,0.35,,,,,,,,,,,
159,35,0,TRUE,,0.35,,,,,,,,,,,
160,42,0,TRUE,,0.42,,,,,,,,,,,
161,38,0,TRUE,,0.38,,,,,,,,,,,
162,38,0,TRUE,,0.38,,,,,,,,,,,
163,42,0,TRUE,,0.42,,,,,,,,,,,
164,45,0,TRUE,,0.45,,,,,,,,,,,
165,46,0,TRUE,,0.46,,,,,,,,,,,
166,42,0,TRUE,,0.42,,,,,,,,,,,
167,42,0,TRUE,,0.42,,,,,,,,,,,
168,44,0,TRUE,,0.44,,,,,,,,,,,
169,45,0,TRUE,,0.45,,,,,,,,,,,
170,46,0,TRUE,,0.46,,,,,,,,,,,
171,40,0,TRUE,,0.4,,,,,,,,,,,
172,40,0,TRUE,,0.4,,,,,,,,,,,
173,42,0,TRUE,,0.42,,,,,,,,,,,
174,38,0,TRUE,,0.38,,,,,,,,,,,
175,41,0,TRUE,,0.41,,,,,,,,,,,
176,40,0,TRUE,,0.4,,,,,,,,,,,
177,38,0,TRUE,,0.38,,,,,,,,,,,
178,42,0,TRUE,,0.42,,,,,,,,,,,
179,40,0,TRUE,,0.4,,,,,,,,,,,
180,44,0,TRUE,,0.44,,,,,,,,,,,
181,46,0,TRUE,,0.46,,,,,,,,,,,
182,49,0,TRUE,,0.49,,,,,,,,,,,
183,51,0,TRUE,,0.51,,,,,,,,,,,
184,56,0,TRUE,,0.56,,,,,,,,,,,
185,51,0,TRUE,,0.51,,,,,,,,,,,
186,53,0,TRUE,,0.53,,,,,,,,,,,
187,54,0,TRUE,,0.54,,,,,,,,,,,
188,56,0,TRUE,,0.56,,,,,,,,,,,
189,62,0,TRUE,,0.62,,,,,,,,,,,
190,57,0,TRUE,,0.57,,,,,,,,,,,
191,59,0,TRUE,,0.59,,,,,,,,,,,
192,65,0,TRUE,,0.65,,,,,,,,,,,
193,60,0,TRUE,,0.6,,,,,,,,,,,
194,64,0,TRUE,,0.64,,,,,,,,,,,
195,64,0,TRUE,,0.64,,,,,,,,,,,
196,66,0,TRUE,,0.66,,,,,,,,,,,
197,65,0,TRUE,,0.65,,,,,,,,,,,
198,62,0,TRUE,,0.62,,,,,,,,,,,
199,64,0,TRUE,,0.64,,,,,,,,,,,
200,61,0,TRUE,,0.61,,,,,,,,,,,
201,67,0,TRUE,,0.67,,,,,,,,,,,
202,74,0,TRUE,,0.74,,,,,,,,,,,
203,78,0,TRUE,,0.78,,,,,,,,,,,
204,82,0,TRUE,,0.82,,,,,,,,,,,
205,87,0,TRUE,,0.87,,,,,,,,,,,
206,89,0,TRUE,,0.89,,,,,,,,,,,
207,89,0,TRUE,,0.89,,,,,,,,,,,
208,89,0,TRUE,,0.89,,,,,,,,,,,
209,90,0,TRUE,,0.9,,,,,,,,,,,
210,88,0,TRUE,,0.88,,,,,,,,,,,
211,88,0,TRUE,,0.88,,,,,,,,,,,
212,88,0,TRUE,,0.88,,,,,,,,,,,
213,87,0,TRUE,,0.87,,,,,,,,,,,
214,90,0,TRUE,,0.9,,,,,,,,,,,
215,92,0,TRUE,,0.92,,,,,,,,,,,
216,92,0,TRUE,,0.92,,,,,,,,,,,
217,91,0,TRUE,,0.91,,,,,,,,,,,
218,87,0,TRUE,,0.87,,,,,,,,,,,
219,86,0,TRUE,,0.86,,,,,,,,,,,
220,82,0,TRUE,,0.82,,,,,,,,,,,
221,80,0,TRUE,,0.8,,,,,,,,,,,
222,80,0,TRUE,,0.8,,,,,,,,,,,
223,82,0,TRUE,,0.82,,,,,,,,,,,
224,81,0,TRUE,,0.81,,,,,,,,,,,
225,83,0,TRUE,,0.83,,,,,,,,,,,
226,89,0,TRUE,,0.89,,,,,,,,,,,
227,86,0,TRUE,,0.86,,,,,,,,,,,
228,85,0,TRUE,,0.85,,,,,,,,,,,
229,85,0,TRUE,,0.85,,,,,,,,,,,
230,84,0,TRUE,,0.84,,,,,,,,,,,
231,82,0,TRUE,,0.82,,,,,,,,,,,
232,84,0,TRUE,,0.84,,,,,,,,,,,
233,83,0,TRUE,,0.83,,,,,,,,,,,
234,78,0,TRUE,,0.78,,,,,,,,,,,
235,77,0,TRUE,,0.77,,,,,,,,,,,
236,82,0,TRUE,,0.82,,,,,,,,,,,
237,81,0,TRUE,,0.81,,,,,,,,,,,
238,81,0,TRUE,,0.81,,,,,,,,,,,
239,77,0,TRUE,,0.77,,,,,,,,,,,
240,76,0,TRUE,,0.76,,,,,,,,,,,
241,75,0,TRUE,,0.75,,,,,,,,,,,
242,73,0,TRUE,,0.73,,,,,,,,,,,
243,72,0,TRUE,,0.72,,,,,,,,,,,
244,73,0,TRUE,,0.73,,,,,,,,,,,
245,78,0,TRUE,,0.78,,,,,,,,,,,
246,76,0,TRUE,,0.76,,,,,,,,,,,
247,76,0,TRUE,,0.76,,,,,,,,,,,
248,78,0,TRUE,,0.78,,,,,,,,,,,
249,81,0,TRUE,,0.81,,,,,,,,,,,
250,81,0,TRUE,,0.81,,,,,,,,,,,
251,82,0,TRUE,,0.82,,,,,,,,,,,
252,85,0,TRUE,,0.85,,,,,,,,,,,
253,85,0,TRUE,,0.85,,,,,,,,,,,
254,81,0,TRUE,,0.81,,,,,,,,,,,
255,83,0,TRUE,,0.83,,,,,,,,,,,
256,85,0,TRUE,,0.85,,,,,,,,,,,
257,84,0,TRUE,,0.84,,,,,,,,,,,
258,87,0,TRUE,,0.87,,,,,,,,,,,
259,87,0,TRUE,,0.87,,,,,,,,,,,
260,88,0,TRUE,,0.88,,,,,,,,,,,
261,90,0,TRUE,,0.9,,,,,,,,,,,
262,86,0,TRUE,,0.86,,,,,,,,,,,
263,86,0,TRUE,,0.86,,,,,,,,,,,
264,83,0,TRUE,,0.83,,,,,,,,,,,
265,81,0,TRUE,,0.81,,,,,,,,,,,
266,83,0,TRUE,,0.83,,,,,,,,,,,
267,88,0,TRUE,,0.88,,,,,,,,,,,
268,89,0,TRUE,,0.89,,,,,,,,,,,
269,91,0,TRUE,,0.91,,,,,,,,,,,
270,92,0,TRUE,,0.92,,,,,,,,,,,
271,93,0,TRUE,,0.93,,,,,,,,,,,
272,94,0,TRUE,,0.94,,,,,,,,,,,
273,91,0,TRUE,,0.91,,,,,,,,,,,
274,95,0,TRUE,,0.95,,,,,,,,,,,
275,92,0,TRUE,,0.92,,,,,,,,,,,
276,95,0,TRUE,,0.95,,,,,,,,,,,
277,95,0,TRUE,,0.95,,,,,,,,,,,
278,96,0,TRUE,,0.96,,,,,,,,,,,
279,95,0,TRUE,,0.95,,,,,,,,,,,
280,94,0,TRUE,,0.94,,,,,,,,,,,
281,95,0,TRUE,,0.95,,,,,,,,,,,
282,94,0,TRUE,,0.94,,,,,,,,,,,
283,94,0,TRUE,,0.94,,,,,,,,,,,
284,95,0,TRUE,,0.95,,,,,,,,,,,
285,93,0,TRUE,,0.93,,,,,,,,,,,
286,94,0,TRUE,,0.94,,,,,,,,,,,
287,94,0,TRUE,,0.94,,,,,,,,,,,
288,94,0,TRUE,,0.94,,,,,,,,,,,
289,92,0,TRUE,,0.92,,,,,,,,,,,
290,94,0,TRUE,,0.94,,,,,,,,,,,
291,94,0,TRUE,,0.94,,,,,,,,,,,
292,95,0,TRUE,,0.95,,,,,,,,,,,
293,97,0,TRUE,,0.97,,,,,,,,,,,
294,98,0,TRUE,,0.98,,,,,,,,,,,
295,97,0,TRUE,,0.97,,,,,,,,,,,
296,97,0,TRUE,,0.97,,,,,,,,,,,
297,98,0,TRUE,,0.98,,,,,,,,,,,
298,99,0,TRUE,,0.99,,,,,,,,,,,
299,98,0,TRUE,,0.98,,,,,,,,,,,
300,96,0,TRUE,,0.96,,,,,,,,,,,
301,94,0,TRUE,,0.94,,,,,,,,,,,
302,92,0,TRUE,,0.92,,,,,,,,,,,
303,92,0,TRUE,,0.92,,,,,,,,,,,
304,91,0,TRUE,,0.91,,,,,,,,,,,
305,90,0,TRUE,,0.9,,,,,,,,,,,
306,91,0,TRUE,,0.91,,,,,,,,,,,
307,91,0,TRUE,,0.91,,,,,,,,,,,
308,91,0,TRUE,,0.91,,,,,,,,,,,
309,92,0,TRUE,,0.92,,,,,,,,,,,
310,90,0,TRUE,,0.9,,,,,,,,,,,
311,92,0,TRUE,,0.92,,,,,,,,,,,
312,91,0,TRUE,,0.91,,,,,,,,,,,
313,88,0,TRUE,,0.88,,,,,,,,,,,
314,91,0,TRUE,,0.91,,,,,,,,,,,
315,89,0,TRUE,,0.89,,,,,,,,,,,
316,91,0,TRUE,,0.91,,,,,,,,,,,
317,93,0,TRUE,,0.93,,,,,,,,,,,
318,93,0,TRUE,,0.93,,,,,,,,,,,
319,91,0,TRUE,,0.91,,,,,,,,,,,
320,90,0,TRUE,,0.9,,,,,,,,,,,
321,91,0,TRUE,,0.91,,,,,,,,,,,
322,93,0,TRUE,,0.93,,,,,,,,,,,
323,93,0,TRUE,,0.93,,,,,,,,,,,
324,93,0,TRUE,,0.93,,,,,,,,,,,
325,93,0,TRUE,,0.93,,,,,,,,,,,
326,93,0,TRUE,,0.93,,,,,,,,,,,
327,92,0,TRUE,,0.92,,,,,,,,,,,
328,89,0,TRUE,,0.89,,,,,,,,,,,
329,90,0,TRUE,,0.9,,,,,,,,,,,
330,90,0,TRUE,,0.9,,,,,,,,,,,
331,87,0,TRUE,,0.87,,,,,,,,,,,
332,87,0,TRUE,,0.87,,,,,,,,,,,
333,87,0,TRUE,,0.87,,,,,,,,,,,
334,85,0,TRUE,,0.85,,,,,,,,,,,
335,88,0,TRUE,,0.88,,,,,,,,,,,
336,88,0,TRUE,,0.88,,,,,,,,,,,
337,87,0,TRUE,,0.87,,,,,,,,,,,
338,87,0,TRUE,,0.87,,,,,,,,,,,
339,86,0,TRUE,,0.86,,,,,,,,,,,
340,86,0,TRUE,,0.86,,,,,,,,,,,
341,87,0,TRUE,,0.87,,,,,,,,,,,
342,87,0,TRUE,,0.87,,,,,,,,,,,
343,87,0,TRUE,,0.87,,,,,,,,,,,
344,82,0,TRUE,,0.82,,,,,,,,,,,
345,82,0,TRUE,,0.82,,,,,,,,,,,
346,83,0,TRUE,,0.83,,,,,,,,,,,
347,83,0,TRUE,,0.83,,,,,,,,,,,
348,83,0,TRUE,,0.83,,,,,,,,,,,
349,82,0,TRUE,,0.82,,,,,,,,,,,
350,84,0,TRUE,,0.84,,,,,,,,,,,
351,83,0,TRUE,,0.83,,,,,,,,,,,
352,86,0,TRUE,,0.86,,,,,,,,,,,
353,88,0,TRUE,,0.88,,,,,,,,,,,
354,85,0,TRUE,,0.85,,,,,,,,,,,
355,83,0,TRUE,,0.83,,,,,,,,,,,
356,79,0,TRUE,,0.79,,,,,,,,,,,
357,82,0,TRUE,,0.82,,,,,,,,,,,
358,84,0,TRUE,,0.84,,,,,,,,,,,
359,88,0,TRUE,,0.88,,,,,,,,,,,
360,86,0,TRUE,,0.86,,,,,,,,,,,
361,87,0,TRUE,,0.87,,,,,,,,,,,
362,86,0,TRUE,,0.86,,,,,,,,,,,
363,84,0,TRUE,,0.84,,,,,,,,,,,
364,88,0,TRUE,,0.88,,,,,,,,,,,
365,87,0,TRUE,,0.87,,,,,,,,,,,
366,84,0,TRUE,,0.84,,,,,,,,,,,
367,83,0,TRUE,,0.83,,,,,,,,,,,
368,84,0,TRUE,,0.84,,,,,,,,,,,
369,82,0,TRUE,,0.82,,,,,,,,,,,
370,82,0,TRUE,,0.82,,,,,,,,,,,
371,78,0,TRUE,,0.78,,,,,,,,,,,
372,78,0,TRUE,,0.78,,,,,,,,,,,
373,76,0,TRUE,,0.76,,,,,,,,,,,
374,74,0,TRUE,,0.74,,,,,,,,,,,
375,69,0,TRUE,,0.69,,,,,,,,,,,
376,74,0,TRUE,,0.74,,,,,,,,,,,
377,73,0,TRUE,,0.73,,,,,,,,,,,
378,76,0,TRUE,,0.76,,,,,,,,,,,
379,69,0,TRUE,,0.69,,,,,,,,,,,
380,65,0,TRUE,,0.65,,,,,,,,,,,
381,70,0,TRUE,,0.7,,,,,,,,,,,
382,73,0,TRUE,,0.73,,,,,,,,,,,
383,70,0,TRUE,,0.7,,,,,,,,,,,
384,73,0,TRUE,,0.73,,,,,,,,,,,
385,69,0,TRUE,,0.69,,,,,,,,,,,
386,72,0,TRUE,,0.72,,,,,,,,,,,
387,72,0,TRUE,,0.72,,,,,,,,,,,
388,73,0,TRUE,,0.73,,,,,,,,,,,
389,79,0,TRUE,,0.79,,,,,,,,,,,
390,82,0,TRUE,,0.82,,,,,,,,,,,
391,83,0,TRUE,,0.83,,,,,,,,,,,
392,85,0,TRUE,,0.85,,,,,,,,,,,
393,85,0,TRUE,,0.85,,,,,,,,,,,
394,80,0,TRUE,,0.8,,,,,,,,,,,
395,82,0,TRUE,,0.82,,,,,,,,,,,
396,80,0,TRUE,,0.8,,,,,,,,,,,
397,81,0,TRUE,,0.81,,,,,,,,,,,
398,82,0,TRUE,,0.82,,,,,,,,,,,
399,83,0,TRUE,,0.83,,,,,,,,,,,
400,82,0,TRUE,,0.82,,,,,,,,,,,
401,87,0,TRUE,,0.87,,,,,,,,,,,
402,90,0,TRUE,,0.9,,,,,,,,,,,
403,89,0,TRUE,,0.89,,,,,,,,,,,
404,86,0,TRUE,,0.86,,,,,,,,,,,
405,85,0,TRUE,,0.85,,,,,,,,,,,
406,84,0,TRUE,,0.84,,,,,,,,,,,
407,82,0,TRUE,,0.82,,,,,,,,,,,
408,83,0,TRUE,,0.83,,,,,,,,,,,
409,82,0,TRUE,,0.82,,,,,,,,,,,
410,80,0,TRUE,,0.8,,,,,,,,,,,
411,80,0,TRUE,,0.8,,,,,,,,,,,
412,83,0,TRUE,,0.83,,,,,,,,,,,
413,84,0,TRUE,,0.84,,,,,,,,,,,
414,89,0,TRUE,,0.89,,,,,,,,,,,
415,87,0,TRUE,,0.87,,,,,,,,,,,
416,89,0,TRUE,,0.89,,,,,,,,,,,
417,89,0,TRUE,,0.89,,,,,,,,,,,
418,89,0,TRUE,,0.89,,,,,,,,,,,
419,91,0,TRUE,,0.91,,,,,,,,,,,
420,92,0,TRUE,,0.92,,,,,,,,,,,
421,94,0,TRUE,,0.94,,,,,,,,,,,
422,94,0,TRUE,,0.94,,,,,,,,,,,
423,94,0,TRUE,,0.94,,,,,,,,,,,
424,95,0,TRUE,,0.95,,,,,,,,,,,
425,95,0,TRUE,,0.95,,,,,,,,,,,
426,94,0,TRUE,,0.94,,,,,,,,,,,
427,95,0,TRUE,,0.95,,,,,,,,,,,
428,95,0,TRUE,,0.95,,,,,,,,,,,
429,95,0,TRUE,,0.95,,,,,,,,,,,
430,95,0,TRUE,,0.95,,,,,,,,,,,
431,95,0,TRUE,,0.95,,,,,,,,,,,
432,95,0,TRUE,,0.95,,,,,,,,,,,
433,97,0,TRUE,,0.97,,,,,,,,,,,
434,97,0,TRUE,,0.97,,,,,,,,,,,
435,98,0,TRUE,,0.98,,,,,,,,,,,
436,98,0,TRUE,,0.98,,,,,,,,,,,
437,100,0,TRUE,,1,,,,,,,,,,,
438,100,0,TRUE,,1,,,,,,,,,,,
439,100,0,TRUE,,1,,,,,,,,,,,
440,100,0,TRUE,,1,,,,,,,,,,,
441,100,0,TRUE,,1,,,,,,,,,,,
442,100,0,TRUE,,1,,,,,,,,,,,
443,100,0,TRUE,,1,,,,,,,,,,,
444,100,0,TRUE,,1,,,,,,,,,,,
445,100,0,TRUE,,1,,,,,,,,,,,
446,100,0,TRUE,,1,,,,,,,,,,,
447,100,0,TRUE,,1,,,,,,,,,,,
448,100,0,TRUE,,1,,,,,,,,,,,
449,100,0,TRUE,,1,,,,,,,,,,,
450,98,0,TRUE,,0.98,,,,,,,,,,,
451,98,0,TRUE,,0.98,,,,,,,,,,,
452,98,0,TRUE,,0.98,,,,,,,,,,,
453,99,0,TRUE,,0.99,,,,,,,,,,,
454,99,0,TRUE,,0.99,,,,,,,,,,,
455,98,0,TRUE,,0.98,,,,,,,,,,,
456,98,0,TRUE,,0.98,,,,,,,,,,,
457,98,0,TRUE,,0.98,,,,,,,,,,,
458,97,0,TRUE,,0.97,,,,,,,,,,,
459,96,0,TRUE,,0.96,,,,,,,,,,,
460,96,0,TRUE,,0.96,,,,,,,,,,,
461,97,0,TRUE,,0.97,,,,,,,,,,,
462,96,0,TRUE,,0.96,,,,,,,,,,,
463,97,0,TRUE,,0.97,,,,,,,,,,,
464,98,0,TRUE,,0.98,,,,,,,,,,,
465,97,0,TRUE,,0.97,,,,,,,,,,,
466,98,0,TRUE,,0.98,,,,,,,,,,,
467,98,0,TRUE,,0.98,,,,,,,,,,,
468,98,0,TRUE,,0.98,,,,,,,,,,,
469,96,0,TRUE,,0.96,,,,,,,,,,,
470,95,0,TRUE,,0.95,,,,,,,,,,,
471,93,0,TRUE,,0.93,,,,,,,,,,,
472,91,0,TRUE,,0.91,,,,,,,,,,,
473,90,0,TRUE,,0.9,,,,,,,,,,,
474,91,0,TRUE,,0.91,,,,,,,,,,,
475,91,0,TRUE,,0.91,,,,,,,,,,,
476,94,0,TRUE,,0.94,,,,,,,,,,,
477,93,0,TRUE,,0.93,,,,,,,,,,,
478,95,0,TRUE,,0.95,,,,,,,,,,,
479,94,0,TRUE,,0.94,,,,,,,,,,,
480,95,0,TRUE,,0.95,,,,,,,,,,,
481,95,0,TRUE,,0.95,,,,,,,,,,,
482,94,0,TRUE,,0.94,,,,,,,,,,,
483,93,0,TRUE,,0.93,,,,,,,,,,,
484,91,0,TRUE,,0.91,,,,,,,,,,,
485,90,0,TRUE,,0.9,,,,,,,,,,,
486,88,0,TRUE,,0.88,,,,,,,,,,,
