"BehaviorSpace results (NetLogo 6.1.1)"
"Dancing Game - Original.nlogo"
"experiment"
"05/06/2021 21:09:26:704 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","9","0","9"
"[run number]","swap?","initial-burgandy","memory_size","type-players?","wipe?","learning?","memory_learning?","weighted_learning?","initial-light-blue","mutation_rate","leader-payoff","leader-follower-game?","gendered_learning?","gendered_pairing?","initial-orange","[step]","global-average-payoff","count turtles with [strategy = 0 and sex = 0]","count turtles with [strategy = 1 and sex = 0]","count turtles with [strategy = 2 and sex = 0]","count turtles with [strategy = 3 and sex = 0]","count turtles with [strategy = 0 and sex = 1]","count turtles with [strategy = 1 and sex = 1]","count turtles with [strategy = 2 and sex = 1]","count turtles with [strategy = 3 and sex = 1]"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","193","0.53994600539946","19","10","0","21","5","24","0","21"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","194","0.55994400559944","19","11","0","20","6","20","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","195","0.57994200579942","20","11","0","19","6","20","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","196","0.57994200579942","19","11","0","20","6","21","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","197","0.55994400559944","21","9","0","20","8","19","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","198","0.62993700629937","20","8","0","22","8","15","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","199","0.46995300469953","22","7","0","21","7","18","0","25"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","200","0.7399260073992601","24","5","0","21","9","18","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","201","0.63993600639936","23","4","0","23","9","19","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","202","0.63993600639936","24","4","0","22","8","19","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","203","0.63993600639936","23","4","0","23","11","16","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","204","0.7099290070992901","20","6","0","24","5","19","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","205","0.47995200479952005","20","7","0","23","3","20","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","206","0.61993800619938","19","8","0","23","3","20","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","207","0.60993900609939","20","7","0","23","2","23","0","25"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","208","0.65993400659934","19","6","0","25","6","20","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","209","0.52994700529947","17","6","0","27","8","19","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","210","0.6899310068993101","17","5","0","28","4","20","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","211","0.6999300069993001","18","5","0","27","4","19","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","212","0.65993400659934","19","3","0","28","3","18","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","213","0.61993800619938","19","4","0","27","4","18","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","214","0.6899310068993101","18","4","0","28","3","18","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","215","0.64993500649935","20","5","0","25","3","18","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","216","0.62993700629937","20","3","0","27","6","15","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","217","0.65993400659934","20","2","0","28","5","14","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","218","0.6899310068993101","19","2","0","29","7","15","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","219","0.64993500649935","19","2","0","29","7","17","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","220","0.6999300069993001","16","4","0","30","6","15","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","221","0.6799320067993201","15","3","0","32","6","17","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","222","0.64993500649935","16","4","0","30","4","15","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","223","0.57994200579942","17","3","0","30","5","14","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","224","0.65993400659934","15","3","0","32","4","13","0","33"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","225","0.66993300669933","14","3","0","33","7","13","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","226","0.56994300569943","14","3","0","33","5","14","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","227","0.6799320067993201","13","5","0","32","3","16","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","228","0.6899310068993101","15","5","0","30","5","18","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","229","0.58994100589941","12","7","0","31","3","16","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","230","0.64993500649935","12","3","0","35","4","17","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","231","0.78992100789921","13","4","0","33","4","18","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","232","0.61993800619938","13","6","0","31","4","16","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","233","0.63993600639936","15","5","0","30","5","16","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","234","0.62993700629937","16","6","0","28","2","19","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","235","0.63993600639936","15","10","0","25","3","17","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","236","0.49995000499950004","20","5","0","25","7","16","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","237","0.7499250074992501","21","7","0","22","2","16","0","32"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","238","0.64993500649935","21","9","0","20","2","14","0","34"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","239","0.6799320067993201","22","5","0","23","4","11","0","35"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","240","0.6899310068993101","19","3","0","28","6","12","0","32"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","241","0.66993300669933","21","4","0","25","6","13","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","242","0.62993700629937","19","4","0","27","6","14","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","243","0.58994100589941","15","8","0","27","6","19","0","25"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","244","0.65993400659934","16","8","0","26","4","21","0","25"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","245","0.60993900609939","17","7","0","26","5","20","0","25"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","246","0.65993400659934","19","6","0","25","4","18","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","247","0.6799320067993201","21","5","0","24","7","19","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","248","0.7199280071992801","21","4","0","25","8","19","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","249","0.54994500549945","20","7","0","23","10","21","0","19"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","250","0.63993600639936","20","6","0","24","9","19","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","251","0.65993400659934","22","4","0","24","10","18","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","252","0.66993300669933","23","8","0","19","8","21","0","21"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","253","0.77992200779922","25","4","0","21","6","25","0","19"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","254","0.5999400059994","20","8","0","22","8","25","0","17"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","255","0.5999400059994","19","7","0","24","10","21","0","19"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","256","0.60993900609939","20","8","0","22","9","20","0","21"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","257","0.55994400559944","18","8","0","24","7","19","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","258","0.6799320067993201","17","8","0","25","6","17","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","259","0.66993300669933","19","8","0","23","5","20","0","25"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","260","0.6799320067993201","20","9","0","21","2","20","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","261","0.60993900609939","20","9","0","21","5","19","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","262","0.58994100589941","19","9","0","22","5","21","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","263","0.63993600639936","21","8","0","21","6","21","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","264","0.62993700629937","20","9","0","21","3","24","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","265","0.6799320067993201","20","7","0","23","6","22","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","266","0.64993500649935","18","9","0","23","8","19","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","267","0.65993400659934","22","9","0","19","7","21","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","268","0.61993800619938","21","6","0","23","9","23","0","18"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","269","0.58994100589941","20","10","0","20","4","24","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","270","0.6799320067993201","21","8","0","21","7","20","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","271","0.56994300569943","18","9","0","23","7","17","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","272","0.56994300569943","21","6","0","23","5","18","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","273","0.62993700629937","21","6","0","23","5","20","0","25"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","274","0.64993500649935","21","5","0","24","4","17","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","275","0.66993300669933","20","6","0","24","4","16","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","276","0.58994100589941","20","8","0","22","3","16","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","277","0.6899310068993101","22","4","0","24","4","16","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","278","0.54994500549945","22","5","0","23","5","18","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","279","0.6899310068993101","26","3","0","21","6","16","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","280","0.6999300069993001","24","4","0","22","5","15","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","281","0.6899310068993101","23","3","0","24","4","17","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","282","0.7099290070992901","24","2","0","24","7","19","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","283","0.61993800619938","24","4","0","22","6","18","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","284","0.61993800619938","20","5","0","25","8","22","0","20"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","285","0.56994300569943","20","6","0","24","6","22","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","286","0.50994900509949","19","6","0","25","12","17","0","21"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","287","0.54994500549945","20","5","0","25","10","17","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","288","0.6899310068993101","17","6","0","27","10","16","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","289","0.63993600639936","20","11","0","19","9","17","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","290","0.60993900609939","17","11","0","22","10","16","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","291","0.45995400459954","20","12","0","18","17","11","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","292","0.52994700529947","22","9","0","19","16","12","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","293","0.56994300569943","24","8","0","18","14","13","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","294","0.54994500549945","22","9","0","19","8","18","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","295","0.53994600539946","24","7","0","19","12","18","0","20"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","296","0.63993600639936","29","3","0","18","11","17","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","297","0.51994800519948","25","7","0","18","12","18","0","20"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","298","0.55994400559944","27","7","0","16","12","17","0","21"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","299","0.54994500549945","23","10","0","17","12","17","0","21"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","300","0.49995000499950004","20","11","0","19","12","18","0","20"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","301","0.61993800619938","17","12","0","21","12","19","0","19"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","302","0.49995000499950004","16","11","0","23","10","22","0","18"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","303","0.55994400559944","14","9","0","27","11","23","0","16"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","304","0.63993600639936","14","12","0","24","8","24","0","18"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","305","0.50994900509949","13","10","0","27","13","22","0","15"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","306","0.53994600539946","18","6","0","26","11","20","0","19"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","307","0.56994300569943","17","4","0","29","10","17","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","308","0.61993800619938","20","4","0","26","6","16","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","309","0.6799320067993201","18","4","0","28","3","16","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","310","0.76992300769923","18","5","0","27","1","14","0","35"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","311","0.65993400659934","16","3","0","31","2","16","0","32"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","312","0.6999300069993001","19","3","0","28","1","17","0","32"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","313","0.6799320067993201","18","5","0","27","3","16","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","314","0.57994200579942","19","6","0","25","7","15","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","315","0.7399260073992601","19","4","0","27","5","14","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","316","0.6799320067993201","19","4","0","27","3","15","0","32"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","317","0.5999400059994","19","5","0","26","7","16","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","318","0.62993700629937","19","4","0","27","4","18","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","319","0.6899310068993101","21","7","0","22","6","18","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","320","0.6899310068993101","21","6","0","23","10","16","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","321","0.5999400059994","18","3","0","29","4","17","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","322","0.61993800619938","17","2","0","31","4","17","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","323","0.61993800619938","15","6","0","29","5","15","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","324","0.61993800619938","13","8","0","29","3","17","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","325","0.66993300669933","15","7","0","28","5","17","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","326","0.55994400559944","16","6","0","28","4","16","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","327","0.63993600639936","15","4","0","31","4","17","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","328","0.5999400059994","18","3","0","29","6","17","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","329","0.56994300569943","17","2","0","31","6","15","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","330","0.58994100589941","18","3","0","29","6","16","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","331","0.65993400659934","19","4","0","27","3","18","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","332","0.7099290070992901","19","3","0","28","2","16","0","32"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","333","0.56994300569943","19","4","0","27","4","16","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","334","0.5999400059994","19","5","0","26","6","14","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","335","0.6899310068993101","19","7","0","24","5","14","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","336","0.6799320067993201","22","6","0","22","4","15","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","337","0.7199280071992801","22","2","0","26","6","16","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","338","0.57994200579942","20","5","0","25","6","15","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","339","0.7399260073992601","21","5","0","24","7","15","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","340","0.54994500549945","19","7","0","24","12","15","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","341","0.63993600639936","17","6","0","27","7","17","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","342","0.61993800619938","16","8","0","26","5","17","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","343","0.7099290070992901","16","5","0","29","6","17","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","344","0.7099290070992901","16","5","0","29","4","18","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","345","0.65993400659934","13","7","0","30","4","17","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","346","0.5999400059994","15","6","0","29","6","18","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","347","0.66993300669933","16","4","0","30","5","18","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","348","0.63993600639936","17","5","0","28","4","14","0","32"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","349","0.5999400059994","15","4","0","31","4","16","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","350","0.64993500649935","13","5","0","32","5","16","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","351","0.5999400059994","15","5","0","30","6","15","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","352","0.61993800619938","13","3","0","34","5","18","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","353","0.65993400659934","15","1","0","34","6","18","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","354","0.6799320067993201","15","4","0","31","7","20","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","355","0.7499250074992501","17","5","0","28","7","21","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","356","0.60993900609939","17","3","0","30","11","21","0","18"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","357","0.63993600639936","19","3","0","28","11","21","0","18"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","358","0.55994400559944","19","4","0","27","11","21","0","18"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","359","0.64993500649935","18","8","0","24","6","17","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","360","0.5999400059994","19","7","0","24","3","17","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","361","0.57994200579942","17","9","0","24","4","17","0","29"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","362","0.64993500649935","18","7","0","25","6","17","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","363","0.7199280071992801","15","10","0","25","6","21","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","364","0.66993300669933","18","10","0","22","5","23","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","365","0.61993800619938","21","9","0","20","10","19","0","21"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","366","0.63993600639936","20","8","0","22","6","21","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","367","0.62993700629937","20","7","0","23","6","18","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","368","0.52994700529947","20","7","0","23","5","21","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","369","0.6799320067993201","23","5","0","22","3","22","0","25"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","370","0.64993500649935","25","4","0","21","7","19","0","24"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","371","0.6799320067993201","23","5","0","22","9","18","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","372","0.7099290070992901","21","4","0","25","8","16","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","373","0.66993300669933","19","7","0","24","4","20","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","374","0.61993800619938","22","3","0","25","7","21","0","22"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","375","0.78992100789921","19","5","0","26","7","20","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","376","0.60993900609939","19","8","0","23","6","18","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","377","0.53994600539946","20","11","0","19","8","17","0","25"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","378","0.55994400559944","16","8","0","26","5","18","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","379","0.61993800619938","12","7","0","31","6","18","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","380","0.52994700529947","13","8","0","29","5","19","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","381","0.64993500649935","14","7","0","29","6","16","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","382","0.55994400559944","17","8","0","25","6","17","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","383","0.7399260073992601","20","5","0","25","2","17","0","31"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","384","0.7499250074992501","17","8","0","25","8","16","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","385","0.6899310068993101","18","7","0","25","8","16","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","386","0.53994600539946","16","9","0","25","7","16","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","387","0.57994200579942","18","7","0","25","8","17","0","25"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","388","0.48995100489951005","19","4","0","27","7","17","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","389","0.63993600639936","17","4","0","29","6","18","0","26"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","390","0.55994400559944","18","5","0","27","4","19","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","391","0.6999300069993001","22","6","0","22","4","18","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","392","0.65993400659934","19","5","0","26","4","18","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","393","0.54994500549945","23","5","0","22","4","16","0","30"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","394","0.65993400659934","22","4","0","24","6","16","0","28"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","395","0.6899310068993101","24","5","0","21","3","20","0","27"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","396","0.63993600639936","22","6","0","22","9","18","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","397","0.58994100589941","22","7","0","21","12","17","0","21"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","398","0.55994400559944","23","10","0","17","8","22","0","20"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","399","0.7199280071992801","25","7","0","18","8","19","0","23"
"1","false","25","10","true","false","true","false","false","25","0","2","false","false","false","25","400","0.63993600639936","21","7","0","22","11","20","0","19"
